Date,Trading_Total_Stock_Amount,Trading_Total_Price,Open,High,Low,Close,Price_Dif,Number_Of_Transactions
106/10/13,"23,145,071","5,465,540,327",237.5,237.5,234.5,237.5,0,"10,507"
106/10/12,"44,176,186","10,450,920,432",235,237.5,234.5,237.5,4.5,"16,490"
106/10/11,"67,649,562","15,633,206,754",226.5,233.5,226.5,233,8.5,"20,879"
106/10/06,"16,040,516","3,604,683,862",225,225.5,223.5,224.5,0,"7,612"
106/10/05,"25,397,939","5,691,251,336",222,225.5,222,224.5,2,"8,601"
106/10/03,"38,330,938","8,497,244,691",219,223,219,222.5,2,"12,703"
106/10/02,"28,360,551","6,233,064,680",219.5,220.5,218.5,220.5,4,"10,605"
106/09/30,"4,254,045","924,823,765",218,218.5,216.5,216.5,0,"2,446"
106/09/29,"23,954,708","5,184,362,760",216,217.5,215.5,216.5,2.5,"7,507"
106/09/28,"31,616,062","6,788,534,834",215,216,213.5,214,-1,"7,749"
106/09/27,"24,794,510","5,353,580,844",217.5,217.5,215,215,1,"7,326"
106/09/26,"25,003,901","5,392,244,669",217.5,218,214,214,-3,"8,768"
106/09/25,"17,458,286","3,797,761,662",217.5,218.5,217,217,-1.5,"6,250"
106/09/22,"22,456,370","4,930,530,220",221.5,222,218.5,218.5,-2.5,"7,431"
106/09/21,"18,645,565","4,125,047,365",221,223,220,221,-0.5,"6,604"
106/09/20,"23,434,237","5,179,958,449",221,222,220,221.5,0,"9,347"
106/09/19,"26,255,575","5,742,129,525",221.5,221.5,220,221.5,2,"11,072"
106/09/18,"17,812,705","3,905,801,892",219,220,218,219.5,1,"6,714"
106/09/15,"48,901,103","10,668,230,939",218.5,219,217,218.5,0,"5,253"
106/09/14,"21,508,567","4,701,852,606",218.5,219,217.5,218.5,0.5,"6,314"
106/09/13,"18,336,541","3,998,984,438",217.5,219,217.5,218,-1,"4,598"
106/09/12,"24,862,321","5,437,521,978",219,219.5,217.5,219,2,"5,992"
106/09/11,"19,387,886","4,215,723,762",219,219.5,216.5,217,-1,"5,305"
106/09/08,"25,512,045","5,549,520,265",217,218,216.5,218,1,"7,969"
106/09/07,"19,198,540","4,170,321,680",218,218.5,216,217,0,"6,586"
106/09/06,"28,148,528","6,117,444,609",216.5,218,216,217,-1,"6,999"
106/09/05,"34,514,275","7,503,488,603",218,218,216.5,218,0.5,"7,065"
106/09/04,"15,053,185","3,273,164,145",216.5,218,215.5,217.5,1,"8,635"
106/09/01,"17,805,405","3,851,834,126",215,217.5,215,216.5,0,"6,956"
106/08/31,"26,945,202","5,837,056,904",217.5,218,215.5,216.5,-1,"6,585"
106/08/30,"19,674,310","4,274,683,770",216,218,216,217.5,1.5,"6,732"
106/08/29,"16,561,161","3,569,385,647",216,216,215,216,0,"5,587"
106/08/28,"16,512,159","3,564,102,094",215,216.5,215,216,-1.5,"5,673"
106/08/25,"10,975,387","2,384,766,481",217.5,217.5,216,217.5,0.5,"5,546"
106/08/24,"15,426,842","3,341,510,582",216,217,215.5,217,1.5,"6,953"
106/08/23,"11,757,917","2,531,926,275",215.5,216,214,215.5,1,"5,873"
106/08/22,"17,330,415","3,710,809,960",213.5,214.5,213,214.5,3,"7,908"
106/08/21,"13,847,499","2,934,064,688",212.5,213,211.5,211.5,-1,"5,152"
106/08/18,"14,363,526","3,043,468,038",212,213,211,212.5,-1.5,"3,999"
106/08/17,"8,353,232","1,785,167,148",213.5,214,213,214,1,"3,120"
106/08/16,"25,206,990","5,357,190,370",214.5,214.5,211,213,-1,"8,610"
106/08/15,"14,385,915","3,073,117,310",213,214.5,213,214,3,"5,250"
106/08/14,"29,414,616","6,233,486,198",213.5,214,210,211,-1.5,"7,719"
106/08/11,"41,592,129","8,803,564,627",211,213.5,210.5,212.5,-1.5,"13,751"
106/08/10,"27,440,049","5,866,558,686",215.5,215.5,212.5,214,-0.5,"8,227"
106/08/09,"28,129,447","6,035,247,455",215,215.5,213.5,214.5,-3,"9,826"
106/08/08,"25,223,804","5,483,118,368",217.5,219,216,217.5,1.5,"8,404"
106/08/07,"21,594,977","4,653,776,958",213.5,216.5,213.5,216,3,"7,115"
106/08/04,"22,187,420","4,735,259,954",213.5,214,212.5,213,-0.5,"5,240"
106/08/03,"27,097,397","5,779,905,218",213,214,212.5,213.5,-2.5,"7,041"
106/08/02,"30,528,035","6,574,998,275",214,216,214,216,4,"11,028"
106/08/01,"20,314,999","4,325,934,287",212.5,214,212,212,-2.5,"7,318"
106/07/31,"20,363,314","4,352,541,276",211.5,214.5,211.5,214.5,1.5,"6,039"
106/07/28,"21,121,133","4,498,197,191",213,214,212.5,213,-2.5,"7,997"
106/07/27,"23,045,021","4,959,471,015",213.5,216,213.5,215.5,2.5,"9,138"
106/07/26,"15,900,563","3,393,269,119",215,215,212.5,213,-1,"5,219"
106/07/25,"13,853,196","2,965,264,666",214,214.5,213.5,214,-0.5,"4,836"
106/07/24,"20,002,702","4,279,712,228",213.5,214.5,213,214.5,0.5,"6,805"
106/07/21,"15,422,136","3,302,914,894",214,215,213.5,214,-1.5,"7,558"
106/07/20,"20,795,770","4,468,108,550",215,215.5,214,215.5,1,"8,261"
106/07/19,"20,661,381","4,428,023,668",212.5,215,212.5,214.5,0.5,"11,699"
106/07/18,"18,756,453","3,998,545,790",213,214,212,214,1,"8,905"
106/07/17,"21,400,126","4,566,620,338",215,215.5,211.5,213,0,"8,537"
106/07/14,"22,364,167","4,773,890,099",213,214.5,212,213,-1.5,"9,330"
106/07/13,"50,136,849","10,735,533,186",212,216,211.5,214.5,4,"16,903"
106/07/12,"26,887,728","5,690,155,100",211,212.5,210.5,210.5,-1.5,"9,582"
106/07/11,"34,593,975","7,275,696,778",208,212,207.5,212,6,"11,217"
106/07/10,"13,326,526","2,749,724,552",206.5,207,206,206,0,"5,812"
106/07/07,"21,567,705","4,449,245,335",207,207.5,205.5,206,-1.5,"8,234"
106/07/06,"15,260,726","3,166,474,008",208,208.5,207,207.5,-1,"4,473"
106/07/05,"23,463,030","4,868,199,460",207,208.5,206.5,208.5,1.5,"7,278"
106/07/04,"21,592,272","4,476,915,676",208,208.5,207,207,-2,"8,990"
106/07/03,"21,066,605","4,382,736,445",207.5,209,207,209,0.5,"7,037"
106/06/30,"31,709,978","6,580,047,422",206.5,208.5,206.5,208.5,-1.5,"9,805"
106/06/29,"27,049,234","5,678,566,197",210.5,210.5,208.5,210,1.5,"8,431"
106/06/28,"52,273,921","10,919,812,400",209.5,210,208,208.5,-3,"15,953"
106/06/27,"44,504,785","9,437,315,205",214,214,211,211.5,-3.5,"17,122"
106/06/26,"60,140,797","12,848,925,735",212,215,212,215,X0.00,"20,653"
106/06/23,"39,686,091","8,627,393,668",218,218.5,217,217,-1,"14,539"
106/06/22,"26,094,649","5,674,049,232",217,218,216.5,218,2.5,"7,559"
106/06/21,"45,384,482","9,793,828,804",216,217,214.5,215.5,-1,"12,233"
106/06/20,"28,784,100","6,229,988,043",215,218,214.5,216.5,3.5,"9,135"
106/06/19,"17,489,571","3,712,290,873",211,213,210.5,213,1.5,"5,658"
106/06/16,"32,856,536","6,902,455,266",207.5,212,207,211.5,3.5,"9,683"
106/06/15,"19,486,457","4,046,560,581",207.5,208,207,208,1,"6,497"
106/06/14,"39,083,899","8,113,132,831",208.5,209.5,206,207,-1,"11,304"
106/06/13,"49,983,303","10,381,567,507",207,208.5,206.5,208,0.5,"13,236"
106/06/12,"63,111,746","13,135,046,554",207,210,207,207.5,-4.5,"22,473"
106/06/09,"35,190,159","7,505,851,237",214.5,215,212,212,-1,"10,657"
106/06/08,"21,654,488","4,599,496,993",212,213,211.5,213,1.5,"7,926"
106/06/07,"34,729,326","7,342,424,736",212,212.5,210,211.5,1,"8,034"
106/06/06,"15,382,025","3,243,804,586",210.5,211.5,210.5,210.5,-1.5,"5,541"
106/06/05,"22,545,164","4,746,962,354",209.5,212,209,212,3,"8,931"
106/06/03,"1,535,230","320,348,914",209,209,208,209,0,"1,078"
106/06/02,"23,265,323","4,845,442,265",208.5,209,207.5,209,2,"7,429"
106/06/01,"29,623,649","6,096,361,694",205,207,204.5,207,4,"6,374"
106/05/31,"67,935,145","13,853,122,715",206.5,207,203,203,-4,"11,757"
106/05/26,"32,976,727","6,794,923,568",205,207,205,207,0,"8,059"
106/05/25,"26,088,748","5,388,004,408",206,207,205.5,207,1.5,"7,406"
106/05/24,"18,307,715","3,760,309,975",205,206,205,205.5,0.5,"5,141"
106/05/23,"23,028,298","4,738,103,907",205,207,204.5,205,0,"7,003"
106/05/22,"17,419,705","3,554,245,920",203.5,205,203,205,2,"5,278"
106/05/19,"17,163,108","3,490,280,961",203.5,204.5,202.5,203,-0.5,"6,014"
106/05/18,"22,490,217","4,559,780,051",202.5,204,201.5,203.5,-0.5,"6,983"
106/05/17,"22,606,380","4,599,735,640",203,204,203,204,-0.5,"9,323"
106/05/16,"36,604,672","7,468,111,624",205,205,203.5,204.5,-1.5,"11,066"
106/05/15,"25,922,334","5,324,070,590",204,206,204,206,0,"8,141"
106/05/12,"25,507,045","5,246,098,865",205,207,205,206,-1.5,"7,515"
106/05/11,"44,286,097","9,144,772,197",204.5,208.5,204,207.5,2,"16,478"
106/05/10,"31,075,759","6,369,713,620",204,206,204,205.5,2,"11,094"
106/05/09,"48,285,324","9,920,879,512",205.5,207,203.5,203.5,1,"15,467"
106/05/08,"39,591,009","7,943,498,809",199,202.5,199,202.5,5,"15,190"
106/05/05,"17,618,358","3,484,019,026",197,198.5,197,197.5,-0.5,"6,078"
106/05/04,"22,194,084","4,394,409,518",198.5,199,197,198,0,"8,787"
106/05/03,"27,240,962","5,390,698,304",198,198.5,197,198,1.5,"9,259"
106/05/02,"45,851,963","9,053,856,108",198.5,199,195.5,196.5,2,"15,718"
106/04/28,"38,381,021","7,446,882,120",193.5,194.5,193,194.5,1.5,"11,671"
106/04/27,"35,812,934","6,877,484,808",192,193,190.5,193,2,"9,859"
106/04/26,"31,119,972","5,951,704,052",192,192,190.5,191,-1,"10,342"
106/04/25,"31,952,889","6,096,631,799",190.5,192,189.5,192,2,"10,510"
106/04/24,"29,572,675","5,612,973,548",191,191.5,188.5,190,0,"5,428"
106/04/21,"19,034,232","3,603,058,600",187.5,190,187.5,190,3,"6,966"
106/04/20,"32,697,485","6,118,457,114",186.5,188,186.5,187,0.5,"6,751"
106/04/19,"31,171,199","5,828,201,425",187.5,187.5,186.5,186.5,-1.5,"9,427"
106/04/18,"28,732,770","5,411,365,190",188,189.5,187.5,188,0.5,"6,174"
106/04/17,"17,111,522","3,223,517,863",189,189,187.5,187.5,-1.5,"7,470"
106/04/14,"31,317,585","5,909,582,565",189.5,189.5,188,189,-2.5,"12,442"
106/04/13,"14,796,174","2,829,915,284",189.5,192,189.5,191.5,0.5,"5,705"
106/04/12,"17,418,048","3,321,982,188",190.5,191.5,190,191,0,"5,778"
106/04/11,"9,788,922","1,862,488,347",190,191,189,191,1,"3,348"
106/04/10,"17,388,929","3,307,523,455",191,191.5,189.5,190,-1,"6,803"
106/04/07,"19,066,095","3,624,732,655",192,192,188.5,191,-0.5,"7,861"
106/04/06,"17,417,037","3,337,417,368",193,193,191,191.5,-1.5,"6,309"
106/04/05,"45,116,406","8,656,195,632",189.5,193,189.5,193,4,"14,224"
106/03/31,"33,996,900","6,457,321,080",191,192,189,189,-2.5,"10,225"
106/03/30,"30,716,971","5,884,771,607",192.5,193,190.5,191.5,0,"9,900"
106/03/29,"33,839,400","6,501,685,654",194.5,194.5,191,191.5,-3,"11,340"
106/03/28,"39,522,318","7,662,549,266",195,195,192.5,194.5,1.5,"9,380"
106/03/27,"29,867,998","5,766,195,556",194.5,194.5,192,193,0.5,"6,963"
106/03/24,"17,722,202","3,408,016,684",192,193,192,192.5,-1,"5,225"
106/03/23,"18,831,295","3,628,401,625",192,193.5,192,193.5,0,"6,052"
106/03/22,"27,766,559","5,349,879,407",192.5,193.5,191.5,193.5,-1.5,"9,435"
106/03/21,"33,662,234","6,523,324,906",192,195,191.5,195,3.5,"13,192"
106/03/20,"16,531,620","3,154,243,641",191.5,191.5,189.5,191.5,0,"6,790"
106/03/17,"38,698,064","7,377,279,160",189.5,191.5,189,191.5,1.5,"10,731"
106/03/16,"32,452,964","6,143,253,446",188,190,188,190,3.5,"15,071"
106/03/15,"14,147,168","2,634,475,248",185.5,187,185.5,186.5,0.5,"4,952"
106/03/14,"24,373,221","4,564,713,486",188,188,186,186,-0.5,"7,773"
106/03/13,"11,025,355","2,048,482,530",185,186.5,185,186.5,3,"4,141"
106/03/10,"24,886,297","4,569,391,905",184,184.5,183,183.5,-1,"10,065"
106/03/09,"31,119,469","5,750,011,305",185.5,186,184,184.5,-2.5,"12,394"
106/03/08,"38,657,077","7,217,763,409",186,188,185.5,187,1.5,"9,614"
106/03/07,"22,816,387","4,214,029,230",184,185.5,184,185.5,2,"5,824"
106/03/06,"12,633,329","2,321,087,036",184,184.5,183.5,183.5,-0.5,"5,831"
106/03/03,"28,213,610","5,199,920,850",184.5,185,184,184,-2,"11,570"
106/03/02,"40,879,671","7,603,470,296",188,188.5,185,186,0,"12,567"
106/03/01,"48,263,273","9,041,728,541",188.5,188.5,186,186,-3,"12,019"
106/02/24,"26,177,021","4,945,608,983",187.5,190.5,187.5,189,0.5,"7,417"
106/02/23,"36,095,621","6,809,495,260",188,189.5,187,188.5,0,"7,885"
106/02/22,"26,144,905","4,946,742,296",190.5,191,188.5,188.5,-1.5,"6,199"
106/02/21,"31,987,532","6,058,373,156",190,190,188.5,190,0,"8,646"
106/02/20,"13,280,401","2,523,599,428",190,190.5,189.5,190,0.5,"6,466"
106/02/18,"3,517,102","667,392,778",190,190.5,189.5,189.5,0,"1,771"
106/02/17,"20,407,880","3,870,482,337",190,190.5,189,189.5,0.5,"7,390"
106/02/16,"28,371,087","5,360,502,302",190,190.5,188,189,0,"9,035"
106/02/15,"39,928,274","7,528,270,012",187,189.5,186.5,189,1.5,"12,905"
106/02/14,"46,716,940","8,798,947,193",189,190,187.5,187.5,0,"11,413"
106/02/13,"26,155,819","4,904,437,753",186.5,188,186.5,187.5,2,"10,124"
106/02/10,"49,257,380","9,113,650,300",184.5,185.5,184,185.5,1.5,"9,566"
106/02/09,"23,419,788","4,320,161,722",184,185.5,183.5,184,0.5,"6,639"
106/02/08,"45,607,272","8,371,548,478",183.5,184.5,183,183.5,-1,"8,245"
106/02/07,"23,981,988","4,418,689,272",183.5,185,183,184.5,0,"8,712"
106/02/06,"29,702,832","5,476,151,588",184.5,185.5,184,184.5,0,"8,330"
106/02/03,"30,387,652","5,604,884,683",186,186,183.5,184.5,0,"8,079"
106/02/02,"153,703,780","28,731,441,750",188,188.5,184,184.5,-1,"21,047"
106/01/24,"72,014,239","13,356,900,945",185,186.5,184.5,185.5,0.5,"14,227"
106/01/23,"58,299,156","10,699,572,592",182.5,185,182.5,185,4,"13,560"
106/01/20,"42,317,086","7,658,563,990",181,181.5,180.5,181,0.5,"7,803"
106/01/19,"25,935,613","4,673,783,621",179.5,181,179.5,180.5,-0.5,"8,400"
106/01/18,"23,810,637","4,292,682,797",180.5,181,179.5,181,0,"7,783"
106/01/17,"13,207,419","2,386,575,839",180.5,181,179.5,181,1.5,"5,771"
106/01/16,"30,878,049","5,545,432,320",180,180.5,179,179.5,-2,"13,441"
106/01/13,"53,089,358","9,622,624,651",180.5,182.5,180.5,181.5,-3,"16,366"
106/01/12,"48,599,502","8,959,263,194",182.5,185.5,182.5,184.5,2.5,"13,220"
106/01/11,"29,747,168","5,438,136,536",185,185,181.5,182,-2,"10,509"
106/01/10,"20,691,305","3,811,496,280",184.5,185.5,183.5,184,0,"7,831"
106/01/09,"18,583,788","3,419,409,204",184,185,183,184,0,"5,759"
106/01/06,"23,120,808","4,250,912,732",184,184.5,183.5,184,0.5,"9,659"
106/01/05,"21,373,561","3,913,389,163",182,183.5,181.5,183.5,0.5,"8,297"
106/01/04,"24,482,374","4,478,699,942",183,184,181.5,183,0,"8,476"
106/01/03,"23,550,783","4,300,648,272",181.5,183.5,181,183,1.5,"8,743"
105/12/30,"36,748,382","6,647,442,778",181,182.5,180,181.5,1.5,"11,638"
105/12/29,"30,211,764","5,453,513,284",180,181.5,180,180,-2,"10,947"
105/12/28,"21,441,126","3,896,591,783",181,182,180.5,182,2,"7,026"
105/12/27,"8,276,087","1,488,495,160",180,180.5,179.5,180,0.5,"4,246"
105/12/26,"5,694,358","1,021,265,940",179,180,179,179.5,1,"3,404"
105/12/23,"24,376,885","4,359,360,001",179,180,178.5,178.5,-0.5,"9,298"
105/12/22,"26,509,271","4,758,580,950",180,180.5,179,179,-1,"10,768"
105/12/21,"32,234,176","5,828,554,894",181,182,180,180,-2.5,"11,377"
105/12/20,"24,243,414","4,394,840,051",181,182.5,180,182.5,0,"10,223"
105/12/19,"20,553,355","3,763,429,465",184,184.5,182.5,182.5,-2.5,"7,956"
105/12/16,"36,266,938","6,720,634,530",185.5,187,185,185,-2,"7,994"
105/12/15,"24,244,941","4,508,246,366",185,187.5,184.5,187,-0.5,"6,135"
105/12/14,"16,768,971","3,131,823,106",186.5,187.5,185.5,187.5,1.5,"6,485"
105/12/13,"23,692,594","4,398,859,330",186.5,186.5,184.5,186,1,"7,561"
105/12/12,"18,817,929","3,494,579,936",186,187,184,185,-1,"6,853"
105/12/09,"24,890,768","4,618,750,580",186,186,184.5,186,0.5,"8,116"
105/12/08,"27,276,757","5,030,766,288",184,185.5,183,185.5,4,"11,258"
105/12/07,"14,529,260","2,645,149,219",183,183.5,181.5,181.5,-0.5,"5,127"
105/12/06,"27,728,861","5,051,414,702",181,183,180.5,182,3,"10,430"
105/12/05,"32,249,536","5,771,614,169",178,180,178,179,1,"10,198"
105/12/02,"53,946,366","9,634,395,330",179,179.5,178,178,-5,"21,618"
105/12/01,"13,923,341","2,540,480,903",182,183,181.5,183,0,"6,514"
105/11/30,"54,053,279","9,882,147,890",181.5,183,181.5,183,1,"5,767"
105/11/29,"26,894,638","4,930,405,401",183.5,185,182,182,-2,"6,259"
105/11/28,"22,360,419","4,097,502,666",181.5,184,181.5,184,2,"6,548"
105/11/25,"10,226,870","1,866,763,623",182.5,183.5,182,182,-1,"4,117"
105/11/24,"19,098,768","3,505,303,784",184,185,183,183,-2.5,"6,354"
105/11/23,"23,068,606","4,278,324,376",184.5,186.5,184,185.5,1.5,"9,806"
105/11/22,"31,348,118","5,758,734,362",182,185,181.5,184,3,"10,086"
105/11/21,"15,622,673","2,824,317,313",180.5,181.5,180,181,0,"6,391"
105/11/18,"23,731,433","4,291,503,493",181.5,181.5,180,181,-0.5,"6,949"
105/11/17,"23,256,023","4,214,237,980",182,182.5,180.5,181.5,1.5,"5,234"
105/11/16,"35,293,770","6,403,374,640",180.5,183,180,180,0,"10,900"
105/11/15,"33,528,517","6,055,348,577",179.5,182,179,180,-0.5,"11,312"
105/11/14,"48,032,589","8,680,850,609",181,182,180,180.5,-1,"14,717"
105/11/11,"67,636,187","12,291,321,069",181.5,183,181,181.5,-4,"19,522"
105/11/10,"38,869,432","7,258,713,102",187,188,185.5,185.5,3.5,"13,292"
105/11/09,"55,579,000","10,245,544,000",190,190.5,182,182,-6.5,"22,278"
105/11/08,"15,954,387","3,011,077,756",190,190,188,188.5,-0.5,"6,225"
105/11/07,"21,430,225","4,023,208,624",186.5,189,186,189,4.5,"7,934"
105/11/04,"15,107,076","2,791,857,480",184.5,186,184,184.5,0,"7,260"
105/11/03,"25,531,563","4,724,824,155",185.5,186.5,184.5,184.5,-1.5,"7,976"
105/11/02,"16,529,619","3,085,447,900",187.5,188,186,186,-3.5,"7,380"
105/11/01,"15,128,851","2,854,597,839",188.5,189.5,187.5,189.5,1,"5,917"
105/10/31,"25,830,651","4,871,340,189",189,190.5,186.5,188.5,-1,"6,560"
105/10/28,"33,106,885","6,268,990,744",189.5,190,188.5,189.5,1,"6,562"
105/10/27,"26,883,192","5,089,143,513",191.5,191.5,188.5,188.5,-3,"9,385"
105/10/26,"24,885,036","4,758,575,792",190.5,192.5,190.5,191.5,-1.5,"7,594"
105/10/25,"19,145,940","3,680,309,682",192,193,191,193,2,"7,455"
105/10/24,"14,381,349","2,742,131,352",191,191,189.5,191,2.5,"5,860"
105/10/21,"22,316,844","4,246,605,266",191,192,188.5,188.5,-2,"8,198"
105/10/20,"15,736,203","2,989,556,440",189.5,190.5,189,190.5,1,"4,787"
105/10/19,"38,143,867","7,206,475,473",187.5,189.5,187.5,189.5,2.5,"8,834"
105/10/18,"40,651,809","7,582,450,283",186.5,187,185.5,187,0.5,"8,180"
105/10/17,"37,878,270","7,051,992,670",186.5,187.5,185,186.5,-1.5,"9,908"
105/10/14,"34,340,209","6,450,978,969",187,189,186.5,188,-0.5,"13,583"
105/10/13,"40,728,212","7,675,208,676",190.5,191,187,188.5,-1,"13,817"
105/10/12,"24,592,212","4,625,439,668",186.5,190,186,189.5,2,"7,805"
105/10/11,"31,107,793","5,874,765,484",191,191,186,187.5,-0.5,"10,879"
105/10/07,"15,870,415","2,969,715,475",188,188,186,188,0.5,"6,887"
105/10/06,"15,715,729","2,928,528,801",185,187.5,185,187.5,1.5,"6,847"
105/10/05,"19,144,379","3,549,073,494",186,186,184.5,186,-1,"6,115"
105/10/04,"17,139,682","3,191,090,272",185,187,185,187,1,"6,392"
105/10/03,"18,987,856","3,525,971,989",186,186.5,184.5,186,3.5,"6,733"
105/09/30,"45,163,412","8,309,463,356",185.5,186.5,182.5,182.5,-3,"11,548"
105/09/29,"57,778,769","10,764,097,342",185.5,187.5,185.5,185.5,2.5,"15,213"
105/09/26,"25,218,996","4,635,639,758",183.5,185,183,183,-4.5,"7,882"
105/09/23,"23,141,189","4,313,995,664",185,187.5,184.5,187.5,2,"9,042"
105/09/22,"21,213,260","3,921,937,500",185,185.5,183.5,185.5,1.5,"8,939"
105/09/21,"26,261,794","4,805,884,782",181,184,180.5,184,1,"8,483"
105/09/20,"23,647,416","4,319,888,712",182,183.5,181.5,183,0.5,"8,140"
105/09/19,"57,296,972","10,375,685,848",179.5,183,178.5,182.5,9,"19,155"
105/09/14,"52,966,216","9,216,408,104",174,176,173.5,173.5,-1.5,"11,689"
105/09/13,"38,438,582","6,736,154,003",176.5,176.5,173.5,175,0,"11,379"
105/09/12,"42,751,708","7,504,512,206",177.5,177.5,174,175,-3,"14,891"
105/09/10,"15,470,223","2,747,098,264",177,179,176,178,-1.5,"5,804"
105/09/09,"30,635,512","5,518,555,160",181,181,179.5,179.5,-3.5,"8,177"
105/09/08,"30,307,949","5,555,013,307",182.5,184.5,182.5,183,-1,"10,923"
105/09/07,"50,851,477","9,311,446,211",180.5,185,180,184,5,"19,497"
105/09/06,"29,646,892","5,218,919,616",177,179,176.5,179,2.5,"9,498"
105/09/05,"27,982,906","4,884,204,996",176.5,177.5,176.5,176.5,2,"6,513"
105/09/02,"19,489,130","3,368,711,120",176.5,176.5,174,174.5,1,"6,315"
105/09/01,"26,101,335","4,486,398,290",176,176,173,173.5,-2.5,"7,279"
105/08/31,"42,461,245","7,408,331,135",176.5,177,174.5,176,1.5,"6,850"
105/08/30,"19,752,234","3,452,895,298",176,176.5,174,174.5,-2,"5,559"
105/08/29,"16,967,254","2,980,249,547",175,177,174,176.5,-0.5,"5,102"
105/08/26,"15,804,932","2,788,761,532",175,177,175,177,0,"4,529"
105/08/25,"23,973,648","4,223,271,748",175,177,174.5,177,3.5,"8,613"
105/08/24,"12,532,486","2,182,702,578",175,175.5,173.5,173.5,-0.5,"4,272"
105/08/23,"21,467,596","3,742,518,814",174,175,173.5,174,1,"6,651"
105/08/22,"21,822,066","3,765,989,158",173,174,171.5,173,-1.5,"7,785"
105/08/19,"23,496,710","4,116,962,848",177,177.5,174,174.5,-1.5,"8,233"
105/08/18,"27,899,726","4,897,229,556",176,176.5,175,176,-1,"9,690"
105/08/17,"24,169,622","4,272,164,742",177,177.5,176,177,1.5,"8,245"
105/08/16,"34,284,274","6,042,810,224",178,179,175,175.5,-3.5,"10,692"
105/08/15,"13,660,192","2,438,220,101",178.5,179,177.5,179,1.5,"4,907"
105/08/12,"23,986,752","4,264,514,880",178.5,178.5,177,177.5,1,"7,860"
105/08/11,"28,216,223","4,982,106,809",177.5,178,175.5,176.5,-3,"9,250"
105/08/10,"19,307,662","3,453,612,114",179,179.5,178,179.5,1,"5,979"
105/08/09,"16,443,465","2,940,137,770",178.5,179.5,177,178.5,0.5,"6,767"
105/08/08,"16,241,757","2,882,438,800",178,178,176.5,178,1,"5,032"
105/08/05,"25,803,777","4,555,686,581",175,177.5,174,177,2.5,"8,212"
105/08/04,"14,292,159","2,481,942,916",173,174.5,172.5,174.5,2,"4,503"
105/08/03,"21,652,236","3,745,324,328",172.5,174,172,172.5,-3.5,"8,267"
105/08/02,"15,366,106","2,707,287,048",177.5,177.5,175.5,176,-1,"6,097"
105/08/01,"34,703,892","6,112,481,446",175,177,174.5,177,4.5,"11,713"
105/07/29,"30,008,528","5,229,445,495",177,177,172.5,172.5,-4,"8,686"
105/07/28,"31,138,296","5,464,444,857",175,176.5,173,176.5,1.5,"9,647"
105/07/27,"36,108,136","6,318,691,514",175,176,174.5,175,2,"10,896"
105/07/26,"32,736,383","5,634,149,876",172,173,171.5,173,1.5,"12,399"
105/07/25,"27,180,811","4,645,419,181",172,173,169,171.5,0.5,"9,757"
105/07/22,"29,804,436","5,106,380,820",172,172,170.5,171,-1,"9,643"
105/07/21,"35,220,658","6,034,355,320",171,172,170,172,2,"12,625"
105/07/20,"39,076,857","6,633,505,533",170,170.5,169,170,-0.5,"14,235"
105/07/19,"43,707,370","7,424,369,044",170.5,170.5,169,170.5,1,"12,495"
105/07/18,"24,774,059","4,188,965,471",168,170,168,169.5,0,"6,898"
105/07/15,"41,822,109","7,039,081,421",168,169.5,166.5,169.5,0.5,"13,283"
105/07/14,"36,131,819","6,094,183,541",167,170,167,169,0.5,"12,414"
105/07/13,"51,719,990","8,708,079,977",169.5,170,167,168.5,-2.5,"17,109"
105/07/12,"42,128,936","7,177,356,520",171,171.5,169.5,171,1,"15,021"
105/07/11,"53,434,920","9,066,254,650",170,170.5,168.5,170,5.5,"14,951"
105/07/07,"24,442,273","4,009,459,272",163.5,165,163,164.5,3,"9,726"
105/07/06,"35,100,107","5,661,722,124",163,163,160.5,161.5,-2.5,"12,026"
105/07/05,"16,422,882","2,697,844,648",165,165.5,164,164,-2,"6,930"
105/07/04,"25,968,655","4,302,829,364",165.5,166.5,164.5,166,0,"9,484"
105/07/01,"36,577,822","6,042,239,175",164.5,166,163.5,166,3.5,"13,186"
105/06/30,"42,854,433","6,916,567,646",161,163,159.5,162.5,3.5,"14,833"
105/06/29,"32,131,574","5,108,302,566",158.5,160,158,159,2,"12,754"
105/06/28,"39,095,886","6,111,752,511",155.5,157.5,155,157,1.5,"12,685"
105/06/27,"43,401,750","6,739,714,431",154.5,156,154,155.5,X0.00,"17,925"
105/06/24,"86,994,060","13,854,488,100",164,164,154.5,159,-5,"27,192"
105/06/23,"22,592,551","3,715,357,864",165.5,166,164,164,-2,"8,298"
105/06/22,"30,409,069","5,013,175,385",164.5,166,163.5,166,0.5,"8,180"
105/06/21,"28,042,486","4,621,986,401",164,165.5,163.5,165.5,2.5,"10,369"
105/06/20,"24,949,407","4,090,155,341",164.5,165,163,163,0,"8,639"
105/06/17,"31,326,264","5,117,145,004",162.5,164.5,162,163,2.5,"9,885"
105/06/16,"36,957,340","5,942,664,024",161.5,162.5,159.5,160.5,-2.5,"7,324"
105/06/15,"29,328,888","4,763,332,856",162,163,161,163,1,"9,142"
105/06/14,"27,823,266","4,508,801,432",161,163,161,162,0,"10,951"
105/06/13,"54,689,228","8,843,806,836",161,162.5,161,162,-3.5,"14,466"
