Date,Trading_Total_Stock_Amount,Trading_Total_Price,Open,High,Low,Close,Price_Dif,Number_Of_Transactions
110/04/08,"3,017,276","295,707,344",97.30,98.40,97.30,98.20,+0.20,"1,799"
110/04/09,"2,604,003","254,512,245",97.50,98.20,97.10,98.00,-0.20,"1,536"
110/04/12,"5,225,359","509,095,185",97.40,98.40,96.50,98.20,+0.20,"2,589"
110/04/13,"8,169,255","816,860,548",98.60,101.00,98.60,100.00,+1.80,"4,398"
110/04/14,"4,721,339","472,042,553",99.60,101.00,98.80,99.20,-0.80,"2,418"
110/04/15,"4,944,607","501,187,569",100.50,102.00,100.50,101.50,+2.30,"2,818"
110/04/16,"3,939,817","401,597,462",101.00,102.50,100.50,102.00,+0.50,"2,359"
110/04/19,"6,071,360","622,126,695",102.00,103.00,102.00,103.00,+1.00,"3,334"
110/04/20,"3,856,849","395,641,996",102.50,103.00,102.00,103.00, 0.00,"2,625"
110/04/21,"8,618,268","862,714,112",101.50,102.00,98.20,99.00,-4.00,"4,016"
110/04/22,"6,223,618","625,030,284",99.10,101.50,99.10,101.00,+2.00,"2,799"
110/04/23,"4,507,629","458,138,248",101.00,102.50,99.80,102.50,+1.50,"2,589"
110/04/26,"3,228,438","330,339,718",101.50,103.00,101.50,102.50, 0.00,"2,225"
110/04/27,"2,710,991","277,309,942",102.00,103.00,101.50,103.00,+0.50,"1,705"
110/04/28,"3,845,730","394,163,067",102.50,103.00,101.50,103.00, 0.00,"2,430"
110/04/29,"4,129,240","425,923,186",102.00,104.00,101.50,103.50,+0.50,"2,162"
110/05/03,"2,796,182","286,441,260",102.50,103.50,102.00,102.00,-1.50,"1,699"
110/05/04,"11,464,916","1,189,663,569",102.50,105.00,100.50,101.00,-1.00,"4,867"
110/05/05,"3,652,970","377,769,372",102.00,104.50,101.00,104.00,+3.00,"1,734"
110/05/06,"14,997,282","1,596,168,922",104.00,108.50,104.00,108.50,+4.50,"7,921"
110/05/07,"6,694,010","706,719,190",107.00,108.50,102.50,105.00,-3.50,"3,323"
110/05/10,"4,107,199","440,147,177",105.00,108.00,104.50,107.50,+2.50,"2,829"
110/05/11,"10,567,180","1,116,496,692",107.00,109.00,102.50,104.00,-3.50,"5,299"
110/05/12,"11,112,119","1,105,460,896",104.50,106.00,94.00,97.70,-6.30,"7,145"
110/05/13,"7,608,379","736,016,590",98.50,98.50,94.50,95.00,-2.70,"3,196"
110/05/14,"4,643,571","443,966,638",94.10,98.10,93.00,96.70,+1.70,"2,446"
110/05/17,"4,805,061","460,261,561",96.00,97.00,94.70,95.40,-1.30,"1,954"
110/05/18,"3,802,159","373,143,929",94.90,99.80,94.90,99.00,+3.60,"2,110"
110/05/19,"4,067,863","401,670,154",97.10,100.50,97.10,98.10,-0.90,"2,196"
110/05/20,"4,346,371","419,826,966",96.60,98.20,95.20,97.30,-0.80,"2,485"
110/05/21,"2,756,865","271,369,101",97.50,100.50,96.50,98.20,+0.90,"1,460"
110/05/24,"1,137,528","110,870,226",97.50,98.10,97.10,97.50,-0.70,871
110/05/25,"2,506,311","249,144,312",97.50,100.50,97.30,99.50,+2.00,"1,734"
110/05/26,"1,888,691","188,588,026",100.00,100.50,99.00,100.50,+1.00,"1,288"
110/05/27,"6,008,336","585,689,195",99.10,100.00,96.90,97.20,-3.30,"2,838"
110/05/28,"2,661,132","262,225,760",98.10,99.50,97.60,98.80,+1.60,"1,724"
110/05/31,"1,747,069","174,885,178",98.10,100.50,98.10,100.00,+1.20,"1,363"
110/06/01,"2,355,252","240,148,784",101.50,102.50,101.00,102.00,+2.00,"1,343"
110/06/02,"6,112,320","643,076,070",104.00,106.00,104.00,106.00,+4.00,"3,976"
110/06/03,"5,665,915","607,714,027",108.50,109.00,105.00,106.00, 0.00,"3,614"
110/06/04,"3,791,371","403,502,460",104.50,108.00,104.00,106.50,+0.50,"2,632"
110/06/07,"3,676,583","392,106,969",108.00,108.50,105.00,106.50, 0.00,"2,404"
110/06/08,"4,249,274","458,354,272",107.50,109.00,106.50,107.50,+1.00,"3,305"
110/06/09,"4,358,171","475,309,828",108.00,110.00,107.50,110.00,+2.50,"3,212"
110/06/10,"2,661,071","291,488,895",110.00,110.00,108.50,109.50,-0.50,"1,904"
110/06/11,"1,311,642","142,055,238",109.50,109.50,107.50,108.00,-1.50,"1,159"
110/06/15,"2,113,342","230,597,241",108.50,110.00,108.50,108.50,+0.50,"1,951"
110/06/16,"5,021,662","555,104,184",110.00,112.00,109.00,111.50,+3.00,"3,837"
110/06/17,"2,725,852","295,998,515",109.00,110.00,108.00,108.50,-3.00,"1,972"
110/06/18,"5,608,552","588,099,794",107.00,107.00,104.00,104.50,-4.00,"2,384"
110/06/21,"3,310,968","342,281,781",104.50,105.50,102.00,103.50,-1.00,"1,729"
110/06/22,"2,269,436","240,904,055",105.50,107.00,105.50,106.00,+2.50,"1,429"
110/06/23,"4,731,029","515,155,633",105.00,111.00,105.00,110.00,+4.00,"3,263"
110/06/24,"2,055,709","224,877,718",110.00,110.00,108.00,109.50,-0.50,"1,096"
110/06/25,"2,928,281","321,209,526",108.00,110.50,108.00,109.00,-0.50,"1,339"
110/06/28,"1,043,061","113,604,822",110.00,110.50,108.50,108.50,-0.50,850
110/06/29,"2,529,726","270,946,532",108.00,108.50,106.00,108.00,-0.50,"1,778"
110/06/30,"1,399,218","150,081,637",108.00,108.50,106.50,106.50,-1.50,882
110/07/01,"2,083,513","220,853,533",106.50,106.50,105.50,106.00,-0.50,"1,215"
110/07/02,"7,480,023","822,784,836",107.50,112.00,107.50,110.00,+4.00,"4,130"
110/07/05,"7,108,902","820,114,329",112.50,117.00,112.50,115.50,+5.50,"4,381"
110/07/06,"3,150,350","362,981,306",117.00,117.50,114.00,114.50,-1.00,"2,121"
110/07/07,"3,125,058","348,313,558",112.00,112.50,109.00,112.00,-2.50,"1,755"
110/07/08,"2,774,556","303,652,191",111.50,111.50,108.50,109.00,-3.00,"1,835"
110/07/09,"2,680,108","289,061,325",108.00,110.00,106.50,110.00,+1.00,"1,692"
110/07/12,"2,656,382","286,531,118",109.00,110.00,106.50,107.00,-3.00,"1,850"
110/07/13,"2,053,391","219,090,695",107.00,107.50,106.00,106.50,-0.50,"1,396"
110/07/14,"1,492,076","158,294,808",107.50,107.50,105.50,106.00,-0.50,879
110/07/15,"1,876,402","196,895,952",105.50,106.00,104.00,105.50,-0.50,"1,254"
110/07/16,"4,532,256","466,381,998",105.50,105.50,102.00,102.00,-3.50,"1,939"
110/07/19,"3,734,155","378,783,446",102.00,102.00,100.50,102.00, 0.00,"2,246"
110/07/20,"2,944,441","295,580,068",101.00,101.50,100.00,100.00,-2.00,"2,095"
110/07/21,"5,628,498","560,905,004",101.00,101.50,98.60,100.50,+0.50,"4,669"
110/07/22,"3,171,318","318,509,517",101.00,101.50,99.10,100.50, 0.00,"1,608"
110/07/23,"5,000,954","508,488,731",101.00,103.50,100.00,100.50,X0.00,"2,654"
110/07/26,"8,542,781","837,774,232",100.50,100.50,97.10,97.80,-2.70,"5,652"
110/07/27,"4,117,673","404,673,306",98.30,99.70,97.40,98.30,+0.50,"2,799"
110/07/28,"6,500,734","634,520,994",98.70,99.80,96.50,98.50,+0.20,"4,286"
110/07/29,"2,443,442","240,236,788",98.50,99.00,97.40,99.00,+0.50,"1,485"
110/07/30,"6,364,934","620,359,228",98.70,98.90,97.10,97.30,-1.70,"4,847"
110/08/02,"3,559,016","351,909,491",97.80,99.70,97.30,99.70,+2.40,"2,096"
110/08/03,"4,462,049","434,587,305",98.20,98.70,96.80,97.90,-1.80,"2,902"
110/08/04,"3,012,141","293,251,509",97.90,98.20,97.00,97.50,-0.40,"1,896"
110/08/05,"3,357,102","326,007,402",97.50,97.90,96.60,97.00,-0.50,"1,763"
110/08/06,"3,645,533","350,759,467",97.00,97.00,95.40,96.80,-0.20,"2,161"
110/08/09,"3,732,875","357,592,367",95.80,97.20,94.60,96.70,-0.10,"2,232"
110/08/10,"1,748,196","168,165,186",96.00,96.80,95.70,96.50,-0.20,"1,074"
110/08/11,"2,253,156","218,548,926",96.50,97.40,96.40,97.40,+0.90,"1,306"
110/08/12,"1,372,178","133,328,689",97.40,97.90,96.80,96.90,-0.50,797
110/08/13,"2,264,359","217,687,084",96.70,97.00,95.30,96.50,-0.40,"1,552"
110/08/16,"1,846,487","176,617,257",95.10,96.60,95.10,95.50,-1.00,"1,178"
110/08/17,"1,916,922","182,663,693",95.60,96.20,95.00,95.30,-0.20,"1,267"
110/08/18,"2,913,843","274,226,320",95.00,95.00,93.60,94.40,-0.90,"2,012"
110/08/19,"7,810,750","716,258,851",93.60,94.10,90.60,91.10,-3.30,"4,918"
110/08/20,"3,485,499","318,378,073",91.20,92.20,90.30,91.30,+0.20,"2,268"
110/08/23,"2,818,102","260,526,193",91.90,93.40,91.10,92.80,+1.50,"1,444"
110/08/24,"3,971,278","376,399,123",93.90,95.70,93.40,95.00,+2.20,"1,842"
110/08/25,"2,049,557","193,526,815",95.20,95.70,93.70,94.60,-0.40,"1,374"
110/08/26,"6,813,173","646,347,196",94.20,96.10,93.00,95.40,+0.80,"3,086"
110/08/27,"2,321,658","222,971,760",95.40,96.60,94.80,96.30,+0.90,"1,183"
110/08/30,"3,827,874","374,380,763",96.60,98.50,96.50,98.50,+2.20,"2,145"
110/08/31,"3,640,909","354,493,222",98.50,98.50,96.50,97.80,-0.70,"1,543"
110/09/01,"2,104,702","203,982,192",96.60,97.60,96.60,96.70,-1.10,901
110/09/02,"1,217,013","116,873,150",96.50,96.70,95.50,96.20,-0.50,945
110/09/03,"3,135,110","305,055,031",97.20,97.80,96.60,97.70,+1.50,"1,399"
110/09/06,"1,114,228","108,207,228",97.60,98.00,96.50,96.60,-1.10,880
110/09/07,"1,071,891","103,788,325",96.50,97.30,96.10,96.30,-0.30,657
110/09/08,"2,870,709","276,474,726",96.40,97.40,95.10,95.70,-0.60,"1,696"
110/09/09,"2,712,418","259,293,254",95.10,96.80,94.50,96.00,+0.30,"1,231"
110/09/10,"1,598,861","154,702,358",95.40,97.30,95.40,96.60,+0.60,867
110/09/13,"1,023,322","99,359,902",97.20,97.30,96.20,97.30,+0.70,698
110/09/14,"2,301,982","225,324,182",97.60,98.30,97.50,98.00,+0.70,"1,352"
110/09/15,"1,934,367","188,717,396",98.10,98.30,96.80,97.30,-0.70,"1,678"
110/09/16,"2,120,959","207,918,229",98.30,99.40,97.10,97.50,+0.20,"1,595"
110/09/17,"4,366,263","420,678,126",97.60,97.70,95.70,95.70,-1.80,"2,275"
110/09/22,"5,393,643","503,675,688",94.40,94.70,92.50,92.80,-2.90,"3,634"
110/09/23,"2,820,623","266,766,330",93.90,95.30,93.50,94.50,+1.70,"1,632"
110/09/24,"3,701,920","352,219,687",95.10,96.50,93.90,95.00,+0.50,"1,688"
110/09/27,"9,739,254","937,358,616",95.00,97.20,94.20,96.60,+1.60,"3,492"
110/09/28,"6,076,127","598,153,962",96.70,99.80,96.50,99.70,+3.10,"3,836"
110/09/29,"24,909,248","2,566,172,786",100.00,106.00,100.00,102.00,+2.30,"13,887"
110/09/30,"9,607,452","965,926,184",104.00,104.50,99.00,99.20,-2.80,"7,274"
110/10/01,"9,037,748","872,198,476",99.00,99.00,95.00,96.80,-2.40,"5,305"
110/10/04,"4,635,288","454,336,042",99.00,99.70,96.90,97.40,+0.60,"2,938"
110/10/05,"13,612,864","1,348,544,916",98.50,100.50,98.00,98.90,+1.50,"5,687"
110/10/06,"10,878,568","1,090,202,038",101.50,101.50,98.40,101.50,+2.60,"5,738"
110/10/07,"7,894,978","800,337,977",101.00,103.00,100.00,102.00,+0.50,"4,773"
110/10/08,"4,279,740","431,276,057",102.50,103.00,99.80,101.50,-0.50,"2,280"
110/10/12,"4,650,771","471,892,331",101.00,102.50,100.00,102.00,+0.50,"2,771"
110/10/13,"6,801,003","706,305,149",102.50,105.00,102.50,103.00,+1.00,"3,980"
110/10/14,"3,913,851","396,361,068",104.00,104.00,100.00,101.00,-2.00,"3,109"
110/10/15,"3,784,171","387,907,336",101.50,103.50,100.50,103.00,+2.00,"2,142"
110/10/18,"6,030,126","630,760,585",104.00,106.00,103.50,105.00,+2.00,"3,057"
110/10/19,"4,892,633","511,891,724",106.00,106.00,104.00,104.50,-0.50,"2,689"
110/10/20,"3,641,979","378,698,809",106.00,106.00,103.00,104.00,-0.50,"2,335"
110/10/21,"3,700,255","385,669,708",104.50,105.00,103.50,103.50,-0.50,"1,363"
110/10/22,"3,149,501","320,312,299",102.50,103.00,101.00,101.50,-2.00,"1,505"
110/10/25,"3,449,606","355,423,312",102.50,104.00,102.00,103.50,+2.00,"2,076"
110/10/26,"6,129,502","633,870,730",104.00,104.00,102.50,103.50, 0.00,"1,434"
110/10/27,"1,929,907","199,600,298",103.50,104.00,102.50,104.00,+0.50,"1,167"
110/10/28,"3,611,471","370,054,150",103.50,104.00,101.50,102.00,-2.00,"1,621"
110/10/29,"3,028,175","304,440,397",102.00,102.00,100.00,100.00,-2.00,"1,613"
110/11/01,"2,685,068","272,287,325",100.50,102.00,100.50,101.50,+1.50,"1,465"
110/11/02,"4,323,206","442,946,096",102.00,104.00,101.00,102.50,+1.00,"1,994"
110/11/03,"3,710,903","377,660,181",102.00,102.50,100.50,102.00,-0.50,"1,766"
110/11/04,"2,070,490","209,293,329",101.00,102.00,100.50,101.50,-0.50,"1,109"
110/11/05,"3,459,485","351,032,084",100.50,102.50,100.00,102.00,+0.50,"1,893"
110/11/08,"2,424,489","247,212,268",102.00,103.00,101.50,102.00, 0.00,"1,014"
110/11/09,"1,700,180","172,119,177",102.00,102.50,100.50,101.50,-0.50,"1,008"
110/11/10,"2,276,211","232,648,633",102.00,103.00,101.50,102.50,+1.00,"1,093"
110/11/11,"2,397,589","243,078,864",102.00,102.50,100.00,102.00,-0.50,"1,190"
110/11/12,"1,841,286","188,264,227",101.50,103.00,101.50,102.50,+0.50,996
110/11/15,"2,415,854","248,145,530",102.50,103.50,101.50,103.00,+0.50,"1,061"
110/11/16,"1,146,046","117,102,844",102.50,103.00,102.00,102.00,-1.00,824
110/11/17,"3,513,387","354,512,009",101.50,102.00,100.00,101.50,-0.50,"1,621"
110/11/18,"5,177,785","517,632,754",100.50,101.00,99.40,100.50,-1.00,"2,019"
110/11/19,"3,727,228","369,068,142",100.00,100.50,98.50,98.80,-1.70,"2,614"
110/11/22,"5,500,547","535,153,887",98.30,98.30,96.90,97.00,-1.80,"3,468"
110/11/23,"3,757,971","361,487,798",96.50,97.00,95.60,96.00,-1.00,"2,691"
110/11/24,"3,317,175","325,314,188",97.00,99.00,96.50,98.80,+2.80,"2,168"
110/11/25,"1,583,132","155,475,845",99.00,99.00,97.70,98.40,-0.40,"1,485"
110/11/26,"3,487,292","338,661,020",97.30,97.90,96.80,97.00,-1.40,"1,769"
110/11/29,"3,071,143","296,819,046",95.90,97.50,95.20,97.20,+0.20,"1,721"
110/11/30,"7,230,810","695,835,882",96.40,97.20,95.40,95.40,-1.80,"3,120"
110/12/01,"2,478,712","239,491,814",95.20,97.50,95.20,96.80,+1.40,"2,121"
110/12/02,"1,501,039","145,126,086",96.00,97.30,95.90,97.00,+0.20,"1,630"
110/12/03,"1,667,486","161,620,680",96.80,97.60,96.30,97.00, 0.00,"1,101"
110/12/06,"1,344,255","130,214,665",96.20,97.30,96.10,97.00, 0.00,909
110/12/07,"3,280,913","318,306,197",97.00,97.90,96.40,97.70,+0.70,"1,669"
110/12/08,"2,612,448","255,619,573",98.10,98.50,97.10,97.70, 0.00,"1,471"
110/12/09,"1,510,271","147,335,954",97.70,98.20,97.30,97.50,-0.20,"1,069"
110/12/10,"1,877,622","181,608,463",97.10,97.60,96.10,96.70,-0.80,"1,139"
110/12/13,"2,706,560","259,631,120",97.10,97.10,95.00,95.70,-1.00,"1,882"
110/12/14,"2,303,895","220,340,409",95.10,96.50,95.10,95.60,-0.10,"1,560"
110/12/15,"6,437,555","609,957,667",95.60,96.00,94.10,94.70,-0.90,"4,804"
110/12/16,"3,170,874","301,481,361",95.30,95.80,94.60,95.10,+0.40,"1,791"
110/12/17,"4,099,395","391,281,199",95.10,96.00,94.80,95.90,+0.80,"1,250"
110/12/20,"2,647,314","251,383,021",95.10,95.50,94.70,95.00,-0.90,"1,554"
110/12/21,"3,264,228","309,506,319",95.20,95.20,94.40,95.00, 0.00,"1,878"
110/12/22,"1,412,996","134,274,617",95.40,95.50,94.80,95.00, 0.00,851
110/12/23,"1,061,290","101,839,041",95.30,96.20,95.30,96.20,+1.20,783
110/12/24,"1,846,842","178,798,189",96.80,97.10,96.40,96.80,+0.60,"1,239"
110/12/27,"1,668,691","161,911,444",97.00,97.50,96.10,97.10,+0.30,"1,560"
110/12/28,"1,282,551","124,201,233",97.40,97.40,96.40,97.00,-0.10,"1,394"
110/12/29,"3,318,112","318,765,271",97.20,97.20,95.60,96.50,-0.50,"2,344"
110/12/30,"1,415,782","136,198,870",96.40,96.70,95.50,95.90,-0.60,995
109/01/02,"2,139,461","209,918,714",98.00,98.40,97.60,98.00,+0.50,"1,632"
109/01/03,"8,068,371","806,034,571",98.30,101.50,97.70,101.00,+3.00,"4,410"
109/01/06,"9,922,694","1,024,764,122",102.50,104.50,102.00,102.00,+1.00,"6,007"
109/01/07,"5,045,656","508,971,320",103.00,103.00,99.10,100.00,-2.00,"2,962"
109/01/08,"6,589,849","666,150,400",103.00,103.50,99.80,99.80,-0.20,"3,531"
109/01/09,"4,227,368","415,511,581",99.40,99.40,98.00,98.10,-1.70,"2,755"
109/01/10,"2,841,353","277,423,768",98.00,98.10,97.20,98.00,-0.10,"1,879"
109/01/13,"2,566,391","250,227,718",98.30,98.40,97.10,97.50,-0.50,"1,675"
109/01/14,"4,671,667","451,609,522",97.40,97.50,96.30,96.80,-0.70,"3,019"
109/01/15,"4,757,139","457,139,104",96.50,96.50,95.70,96.00,-0.80,"3,137"
109/01/16,"2,411,090","231,244,057",96.00,96.20,95.50,95.70,-0.30,"1,695"
109/01/17,"1,920,392","184,169,134",95.70,96.40,95.50,96.40,+0.70,"1,419"
109/01/20,"1,515,517","146,400,544",95.90,96.90,95.80,96.90,+0.50,"1,042"
109/01/30,"7,852,492","714,412,747",92.80,92.90,89.50,89.90,-7.00,"5,244"
109/01/31,"4,836,646","436,037,465",90.00,91.30,89.90,89.90, 0.00,"3,401"
109/02/03,"8,135,994","713,954,972",90.00,90.00,87.00,87.50,-2.40,"4,871"
109/02/04,"3,900,429","341,115,352",87.20,88.40,86.60,88.00,+0.50,"2,355"
109/02/05,"4,477,322","389,988,554",87.90,87.90,86.60,87.00,-1.00,"2,803"
109/02/06,"4,555,133","405,999,031",87.90,90.50,87.80,90.50,+3.50,"2,593"
109/02/07,"2,629,033","234,667,770",89.80,89.80,88.60,89.20,-1.30,"1,685"
109/02/10,"2,285,254","204,862,260",90.00,90.20,89.20,89.50,+0.30,"1,661"
109/02/11,"3,539,196","314,941,290",89.50,89.60,88.70,88.80,-0.70,"2,543"
109/02/12,"2,911,495","260,459,035",88.80,90.10,88.50,90.10,+1.30,"2,034"
109/02/13,"3,600,091","323,883,705",90.10,90.60,89.60,89.80,-0.30,"2,497"
109/02/14,"1,815,971","162,652,679",89.60,89.80,89.30,89.70,-0.10,"1,365"
109/02/17,"854,964","76,516,660",89.60,89.80,89.20,89.60,-0.10,617
109/02/18,"1,361,651","121,522,158",89.20,89.60,89.10,89.10,-0.50,959
109/02/19,"2,002,575","179,924,112",89.60,90.20,89.20,89.70,+0.60,"1,545"
109/02/20,"1,484,753","133,602,570",90.20,90.50,89.60,89.60,-0.10,"1,069"
109/02/21,"2,046,254","182,338,830",89.60,89.90,88.70,89.00,-0.60,"1,503"
109/02/24,"2,939,770","259,073,438",88.30,88.90,87.90,88.00,-1.00,"1,956"
109/02/25,"1,669,424","146,086,512",87.10,87.80,87.00,87.60,-0.40,"1,290"
109/02/26,"3,113,811","270,891,255",87.00,87.20,86.60,87.00,-0.60,"1,863"
109/02/27,"4,623,311","399,033,278",86.80,86.90,85.90,86.10,-0.90,"2,390"
109/03/02,"4,687,853","398,267,619",84.10,85.60,83.90,85.00,-1.10,"2,543"
109/03/03,"2,633,548","226,246,584",85.60,86.60,85.30,86.40,+1.40,"1,821"
109/03/04,"3,950,510","346,833,875",86.20,88.50,86.20,88.10,+1.70,"2,487"
109/03/05,"2,331,227","206,351,303",88.40,88.70,88.20,88.50,+0.40,"1,831"
109/03/06,"3,509,021","304,528,720",88.40,88.40,86.30,87.10,-1.40,"2,331"
109/03/09,"11,045,984","923,108,349",84.30,84.70,82.90,82.90,-4.20,"6,818"
109/03/10,"5,971,252","484,517,516",80.00,82.70,80.00,81.60,-1.30,"3,964"
109/03/11,"5,171,993","419,292,712",82.00,82.10,80.10,80.70,-0.90,"3,352"
109/03/12,"7,034,575","549,232,663",81.10,81.10,77.10,77.10,-3.60,"4,495"
109/03/13,"11,672,985","829,850,890",72.90,72.90,70.00,72.90,-4.20,"6,094"
109/03/16,"8,222,876","579,568,652",73.40,73.40,70.00,70.00,-2.90,"5,446"
109/03/17,"7,730,660","530,230,416",67.90,69.70,67.50,69.40,-0.60,"4,229"
109/03/18,"7,848,301","537,013,960",68.90,69.00,67.80,68.20,-1.20,"4,706"
109/03/19,"8,171,642","548,265,816",67.00,68.80,66.10,67.30,-0.90,"4,537"
109/03/20,"7,613,008","540,982,152",70.00,72.40,70.00,71.50,+4.20,"4,351"
109/03/23,"4,411,148","313,936,811",69.50,72.60,68.40,71.70,+0.20,"2,779"
109/03/24,"6,318,146","485,535,869",74.70,78.00,74.00,77.40,+5.70,"3,664"
109/03/25,"4,835,301","382,376,133",79.40,79.80,78.00,78.50,+1.10,"2,975"
109/03/26,"4,386,153","347,322,269",79.20,79.80,77.20,79.70,+1.20,"2,607"
109/03/27,"4,447,573","356,116,540",80.80,80.90,79.30,80.00,+0.30,"2,673"
109/03/30,"4,886,097","386,453,006",77.80,81.00,76.20,80.60,+0.60,"2,747"
109/03/31,"5,256,895","426,743,836",80.70,81.90,80.40,81.40,+0.80,"2,338"
109/04/01,"6,144,221","485,516,980",80.50,80.70,78.00,78.00,-3.40,"4,455"
109/04/06,"6,549,494","523,270,014",81.00,82.90,78.30,80.40,+2.40,"4,162"
109/04/07,"4,531,835","367,221,375",81.30,82.00,80.10,81.50,+1.10,"3,022"
109/04/08,"4,611,245","377,195,235",81.00,82.30,80.70,82.30,+0.80,"2,856"
109/04/09,"3,841,591","315,001,710",82.30,82.70,81.50,81.60,-0.70,"2,791"
109/04/10,"2,266,467","186,173,760",81.70,82.80,81.40,82.30,+0.70,"1,559"
109/04/13,"2,751,862","224,201,327",82.20,82.20,81.10,81.10,-1.20,"1,729"
109/04/14,"3,075,367","251,434,654",81.20,82.80,81.10,82.00,+0.90,"1,918"
109/04/15,"4,177,480","344,098,440",82.20,83.50,81.60,82.90,+0.90,"2,975"
109/04/16,"3,949,006","322,923,290",82.00,82.60,81.00,82.10,-0.80,"2,429"
109/04/17,"4,412,494","367,948,636",82.50,84.90,82.50,82.60,+0.50,"2,746"
109/04/20,"2,640,242","216,371,983",82.50,82.50,81.70,81.70,-0.90,"1,623"
109/04/21,"5,719,933","456,147,218",80.80,81.10,78.20,79.50,-2.20,"3,969"
109/04/22,"3,173,146","250,213,149",78.80,80.00,77.80,80.00,+0.50,"2,271"
109/04/23,"3,347,385","268,838,095",80.00,81.00,79.20,80.80,+0.80,"1,954"
109/04/24,"2,817,685","226,843,170",79.90,81.00,79.60,81.00,+0.20,"1,919"
109/04/27,"5,038,889","412,196,178",81.20,82.50,80.60,81.90,+0.90,"3,127"
109/04/28,"3,044,441","248,176,275",82.00,82.10,81.20,81.30,-0.60,"1,969"
109/04/29,"7,142,105","592,348,520",81.50,84.00,81.50,83.70,+2.40,"4,314"
109/04/30,"11,768,238","1,037,106,400",83.90,90.30,83.90,89.70,+6.00,"7,264"
109/05/04,"7,487,436","647,266,332",85.20,87.80,85.00,86.40,-3.30,"4,490"
109/05/05,"5,456,768","473,302,495",88.10,88.80,86.00,86.00,-0.40,"3,219"
109/05/06,"6,076,754","518,955,055",86.40,86.70,84.50,85.00,-1.00,"3,855"
109/05/07,"6,831,999","578,473,415",84.10,86.00,84.10,84.40,-0.60,"4,637"
109/05/08,"9,146,377","801,738,604",85.90,88.60,85.80,88.30,+3.90,"6,421"
109/05/11,"5,811,998","519,988,304",89.80,90.20,88.80,88.90,+0.60,"4,128"
109/05/12,"6,551,249","567,287,876",87.50,88.00,86.00,86.50,-2.40,"3,802"
109/05/13,"4,228,323","364,510,676",86.00,87.60,85.10,87.60,+1.10,"2,748"
109/05/14,"5,087,281","440,949,868",86.80,87.80,85.90,86.70,-0.90,"2,414"
109/05/15,"4,897,663","425,654,481",87.50,87.70,86.40,86.40,-0.30,"2,092"
109/05/18,"7,880,405","699,734,011",87.40,90.00,87.00,89.30,+2.90,"4,664"
109/05/19,"12,436,669","1,154,721,182",92.30,95.00,91.50,92.10,+2.80,"7,321"
109/05/20,"4,240,366","388,479,861",93.00,93.00,91.00,91.00,-1.10,"2,629"
109/05/21,"4,850,400","445,874,600",91.50,93.00,91.30,92.00,+1.00,"2,945"
109/05/22,"5,980,182","541,123,018",91.60,91.60,90.00,90.00,-2.00,"3,506"
109/05/25,"4,426,758","392,169,064",89.90,90.00,88.00,89.00,-1.00,"2,838"
109/05/26,"3,503,545","314,071,269",89.10,90.10,89.00,89.60,+0.60,"2,099"
109/05/27,"3,093,410","276,301,390",90.00,90.50,88.40,89.00,-0.60,"2,018"
109/05/28,"4,994,318","440,771,002",89.00,89.40,87.70,87.90,-1.10,"2,854"
109/05/29,"11,900,466","1,043,785,699",87.30,88.60,87.20,87.70,-0.20,"2,516"
109/06/01,"5,919,106","531,852,740",89.00,90.40,88.80,89.90,+2.20,"3,742"
109/06/02,"3,603,919","324,545,466",90.00,91.10,89.30,90.30,+0.40,"2,459"
109/06/03,"10,178,826","942,518,318",91.80,93.90,91.60,93.50,+3.20,"6,944"
109/06/04,"6,246,406","584,224,157",94.50,94.50,92.60,93.50, 0.00,"3,282"
109/06/05,"5,414,433","509,515,802",93.50,94.60,93.00,94.30,+0.80,"3,177"
109/06/08,"4,904,864","467,608,780",95.30,95.90,94.70,95.00,+0.70,"2,737"
109/06/09,"5,400,477","517,182,492",95.20,96.30,94.60,96.00,+1.00,"2,975"
109/06/10,"4,859,369","468,633,410",96.20,97.00,95.90,96.30,+0.30,"2,987"
109/06/11,"7,499,302","703,396,827",95.20,95.70,92.40,93.00,-3.30,"4,470"
109/06/12,"7,739,869","700,037,304",90.00,91.00,89.20,91.00,-2.00,"4,983"
109/06/15,"4,778,057","432,056,255",90.50,91.40,90.00,90.00,-1.00,"2,620"
109/06/16,"7,261,770","660,612,568",90.50,91.90,90.30,90.80,+0.80,"4,673"
109/06/17,"6,331,259","562,545,400",88.00,89.50,87.90,89.20,X0.00,"3,922"
109/06/18,"3,603,594","318,987,792",89.30,89.30,88.10,88.50,-0.70,"2,028"
109/06/19,"7,490,436","661,043,962",89.00,89.10,87.90,88.10,-0.40,"3,286"
109/06/22,"3,599,413","317,845,225",88.10,88.90,88.00,88.20,+0.10,"2,518"
109/06/23,"3,084,090","274,577,268",88.70,89.50,88.30,89.30,+1.10,"1,723"
109/06/24,"3,232,284","287,575,055",89.50,89.60,88.60,89.00,-0.30,"1,564"
109/06/29,"4,912,967","431,034,763",88.10,88.40,87.40,88.20,-0.80,"2,748"
109/06/30,"2,117,527","187,579,337",88.50,88.90,88.30,88.50,+0.30,"1,067"
109/07/01,"1,485,662","131,631,507",88.50,88.90,88.40,88.50, 0.00,"1,003"
109/07/02,"2,989,781","267,768,090",88.60,90.10,88.40,89.80,+1.30,"2,357"
